7.62281596626e-07 3.92270279966e-07 1.37737052552e-05 8.54482596761e-07 4.41270841136e-07 1.3773450459e-05 0
7.83831319345e-07 4.03370339312e-07 1.41567124679e-05 8.78633814139e-07 4.53756146375e-07 1.41564401893e-05 1
8.06007534169e-07 4.14793645042e-07 1.45505300719e-05 9.03486855378e-07 4.66604947723e-07 1.45502390986e-05 2
8.2882933597e-07 4.2655007724e-07 1.4955471385e-05 9.2906309354e-07 4.79828349423e-07 1.49551604201e-05 3
8.52316446153e-07 4.38649841563e-07 1.53718592241e-05 9.55384601908e-07 4.93437821226e-07 1.53715268803e-05 4
8.76489235419e-07 4.51103481133e-07 1.58000262144e-05 9.82474179358e-07 5.07445211723e-07 1.57996710079e-05 5
9.01368747458e-07 4.63921888929e-07 1.62403151098e-05 1.01035537678e-06 5.21862762221e-07 1.62399354531e-05 6
9.26976723618e-07 4.7711632068e-07 1.66930791248e-05 1.03905252455e-06 5.3670312119e-07 1.66926733198e-05 7
9.53335628597e-07 4.90698408306e-07 1.71586822781e-05 1.06859076122e-06 5.51979359317e-07 1.71582485083e-05 8
9.80468677205e-07 5.04680173913e-07 1.76374997493e-05 1.09899606323e-06 5.67704985182e-07 1.76370360712e-05 9
1.00839986224e-06 5.19074044387e-07 1.81299182479e-05 1.13029527608e-06 5.83893961599e-07 1.81294225827e-05 10
1.03715398353e-06 5.33892866598e-07 1.86363363967e-05 1.16251614662e-06 6.00560722635e-07 1.86358065202e-05 11
1.06675667823e-06 5.49149923251e-07 1.91571651287e-05 1.19568735676e-06 6.17720191365e-07 1.91565986617e-05 12
1.09723445237e-06 5.64858949422e-07 1.96928280992e-05 1.22983855868e-06 6.3538779837e-07 1.9692222496e-05 13
1.12861471377e-06 5.81034149802e-07 2.02437621125e-05 1.26500041141e-06 6.53579501043e-07 2.02431146498e-05 14
1.16092580638e-06 5.97690216696e-07 2.08104175657e-05 1.30120461908e-06 6.72311803728e-07 2.08097253299e-05 15
1.19419704613e-06 6.14842348818e-07 2.13932589083e-05 1.33848397079e-06 6.91601778739e-07 2.1392518782e-05 16
1.2284587583e-06 6.32506270941e-07 2.19927651194e-05 1.37687238221e-06 7.11467088341e-07 2.19919737675e-05 17
1.2637423167e-06 6.50698254499e-07 2.26094302036e-05 1.41640493914e-06 7.3192600777e-07 2.26085840574e-05 18
1.30008018469e-06 6.69435139295e-07 2.3243763705e-05 1.45711794306e-06 7.52997449468e-07 2.32428589463e-05 19
1.33750595855e-06 6.88734356643e-07 2.38962912429e-05 1.49904895921e-06 7.74700988855e-07 2.38953237858e-05 20
1.37605441381e-06 7.08613954655e-07 2.45675550675e-05 1.54223686778e-06 7.97056892361e-07 2.45665205397e-05 21
1.4157615563e-06 7.29092627277e-07 2.52581146412e-05 1.58672191985e-06 8.20086149327e-07 2.52570083625e-05 22
1.45666468166e-06 7.50189750815e-07 2.59685472479e-05 1.63254580165e-06 8.43810511519e-07 2.59673642069e-05 23
1.49880245218e-06 7.71925436722e-07 2.66994486413e-05 1.67975171544e-06 8.68252549023e-07 2.66981834668e-05 24
1.54221501146e-06 7.94320621243e-07 2.7451433753e-05 1.72838449647e-06 8.93435743145e-07 2.74500806776e-05 25
1.58694418589e-06 8.17397240576e-07 2.82251375102e-05 1.77849081189e-06 9.19384664966e-07 2.82236903156e-05 26
1.63303388746e-06 8.41178606334e-07 2.90212158798e-05 1.83011954972e-06 9.4612535434e-07 2.90196678018e-05 27
1.6805309894e-06 8.65690252429e-07 2.98403474095e-05 1.88332265314e-06 9.73686170478e-07 2.98386909504e-05 28
1.72948731479e-06 8.90961893749e-07 3.06832359093e-05 1.93815700285e-06 1.00209975448e-06 3.06814624342e-05 29
1.7799642511e-06 9.17032009264e-07 3.15506157852e-05 1.99468877124e-06 1.03140761646e-06 3.15487146106e-05 30
1.83204356388e-06 9.43958622864e-07 3.24432636016e-05 2.05300361166e-06 1.0616709206e-06 3.24412198877e-05 31
1.88585285092e-06 9.71844723103e-07 3.33620243137e-05 2.11323062742e-06 1.09299590929e-06 3.33598141334e-05 32
1.94162557761e-06 1.00089826263e-06 3.43078721106e-05 2.17559888836e-06 1.1255939071e-06 3.43054508539e-05 33
1.9998428004e-06 1.03157384393e-06 3.52820529774e-05 2.24057083086e-06 1.15992301135e-06 3.52793280138e-05 34
2.06156785973e-06 1.06490737307e-06 3.6286420253e-05 2.30915727668e-06 1.19702275072e-06 3.62831864122e-05 35
2.12923692651e-06 1.10330656549e-06 3.73242260603e-05 2.38366149099e-06 1.23930459624e-06 3.73200132794e-05 36
2.20852642202e-06 1.1524183245e-06 3.84019896031e-05 2.46943676833e-06 1.29241934485e-06 3.83957030888e-05 37
2.31276436691e-06 1.22554004973e-06 3.9533909325e-05 2.57903830443e-06 1.36966843294e-06 3.95229795711e-05 38
2.47335133253e-06 1.35404055336e-06 4.07522844533e-05 2.7420311623e-06 1.50242485673e-06 4.0730659378e-05 39
2.76437805359e-06 1.61197765354e-06 4.21321326165e-05 3.02815979566e-06 1.7647507677e-06 4.20855344087e-05 40
3.36078015627e-06 2.1742529259e-06 4.38493430914e-05 3.60208190067e-06 2.33155222048e-06 4.37440634102e-05 41
4.6757179579e-06 3.45399163334e-06 4.63180514455e-05 4.85266700086e-06 3.61595908459e-06 4.60744821623e-05 42
7.68510783252e-06 6.42707448584e-06 5.05151567493e-05 7.69843758469e-06 6.5938567512e-06 4.99452615537e-05 43
1.46942427185e-05 1.33987591888e-05 5.8746905997e-05 1.43090939019e-05 1.35705075424e-05 5.74065117043e-05 44
3.11486328864e-05 2.98145238291e-05 7.64596454218e-05 2.98098337151e-05 2.99913937493e-05 7.3299528154e-05 45
6.99108508005e-05 6.85369181978e-05 0.000116516446173 6.63066156597e-05 6.87190680958e-05 0.000109058211093 46
0.000161358475732 0.000159943524216 0.000209294514602 0.000152390101265 0.000160131112068 0.000191684478237 47
0.000377208735189 0.000375751635906 0.000426508534607 0.000355558832634 0.00037594481077 0.000384924416125 48
0.000886632629288 0.000885132477413 0.000937321641378 0.000835032491345 0.000885331358535 0.000839144330133 49
