4.98606706289e-08 2.56877641124e-08 8.8202880086e-07 5.58876868015e-08 2.88986697716e-08 8.82028456932e-07 0
5.12707681153e-08 2.64148862514e-08 9.06573439653e-07 5.74680621578e-08 2.971667786e-08 9.06573072922e-07 1
5.27219663235e-08 2.71632366331e-08 9.31812587091e-07 5.90944923322e-08 3.05585674303e-08 9.31812196034e-07 2
5.42155240591e-08 2.79334671785e-08 9.57766471981e-07 6.0768387396e-08 3.14250718733e-08 9.57766054968e-07 3
5.57527416802e-08 2.87262514159e-08 9.84455941167e-07 6.24912039429e-08 3.23169488868e-08 9.84455496459e-07 4
5.73349626154e-08 2.95422852747e-08 1.01190247984e-06 6.42644467871e-08 3.32349813683e-08 1.01190200558e-06 5
5.8963574945e-08 3.0382287913e-08 1.04012823259e-06 6.60896707323e-08 3.41799783453e-08 1.04012772679e-06 6
6.06400130478e-08 3.12470025792e-08 1.06915602522e-06 6.79684824138e-08 3.51527759454e-08 1.06915548575e-06 7
6.2365759317e-08 3.21371975103e-08 1.09900938733e-06 6.99025422183e-08 3.61542384064e-08 1.09900881194e-06 8
6.41423459492e-08 3.30536668695e-08 1.12971257583e-06 7.18935662846e-08 3.71852591305e-08 1.12971196208e-06 9
6.59713568096e-08 3.39972317235e-08 1.16129059918e-06 7.39433285899e-08 3.82467617837e-08 1.16128994447e-06 10
6.7854429378e-08 3.49687410634e-08 1.19376924266e-06 7.60536631263e-08 3.93397014441e-08 1.19376854421e-06 11
6.9793256782e-08 3.59690728728e-08 1.2271750945e-06 7.82264661732e-08 4.04650658027e-08 1.22717434934e-06 12
7.17895899224e-08 3.69991352474e-08 1.26153557307e-06 8.04636986735e-08 4.16238764212e-08 1.26153477801e-06 13
7.38452397044e-08 3.80598675758e-08 1.29687895502e-06 8.27673887246e-08 4.28171900583e-08 1.29687810665e-06 14
7.59620793941e-08 3.91522417994e-08 1.33323440464e-06 8.51396342053e-08 4.40461000804e-08 1.33323349926e-06 15
7.81420471416e-08 4.02772637914e-08 1.37063200424e-06 8.7582605577e-08 4.5311737999e-08 1.37063103787e-06 16
8.03871487638e-08 4.14359749421e-08 1.40910278601e-06 9.00985489492e-08 4.6615275222e-08 1.40910175431e-06 17
8.26994609931e-08 4.26294541584e-08 1.44867876535e-06 9.26897896039e-08 4.79579252259e-08 1.44867766344e-06 18
8.50811356778e-08 4.3858820755e-08 1.48939297632e-06 9.53587364366e-08 4.93409466296e-08 1.48939179853e-06 19
8.75344060671e-08 4.51252393709e-08 1.53127951044e-06 9.81078883828e-08 5.07656483001e-08 1.53127824958e-06 20
9.00615978471e-08 4.64299295708e-08 1.5743735614e-06 1.00939845341e-07 5.22333991558e-08 1.57437220723e-06 21
9.26651512208e-08 4.77741864219e-08 1.61871148222e-06 1.03857329514e-07 5.37456489516e-08 1.61871001774e-06 22
9.53476688761e-08 4.91594268851e-08 1.66433086965e-06 1.06863231145e-07 5.53039748925e-08 1.6643292625e-06 23
